Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,Bestbench(kg)
F,Raw,33.0,58.5,80.0,105.0,37.5
M,Raw,18.0,80.15,212.5,215.0,125.0
F,Raw,39.5,61.99,142.5,180.0,95.0
M,Raw,17.5,92.43,245.0,287.5,145.0
M,Wraps,29.0,98.43,195.04,210.92,138.35
F,Raw,24.0,70.94,117.5,147.5,50.0
M,Raw,34.0,74.5,145.0,145.0,97.5
F,Wraps,31.0,62.78,127.5,142.5,70.0
M,Multi-ply,48.0,89.36,305.0,265.0,217.5
M,Raw,35.0,122.7,205.0,237.5,152.5
F,Raw,17.5,51.4,97.5,115.0,42.5
M,Wraps,19.0,89.2,215.0,205.0,137.5
M,Raw,19.5,76.4,160.0,195.0,100.0
F,Raw,35.0,88.2,130.0,147.5,60.0
M,Wraps,28.0,103.9,210.0,275.0,177.5
M,Wraps,23.0,130.2,272.5,280.0,165.0
M,Raw,34.5,101.4,152.5,187.5,87.5
F,Raw,22.0,49.9,100.0,110.0,47.5
M,Raw,23.0,65.4,187.5,200.0,110.0
F,Raw,23.5,46.42,140.0,150.0,72.5
F,Wraps,47.0,59.5,127.5,140.0,67.5
M,Wraps,26.0,100.7,257.5,257.5,142.5
M,Raw,22.0,81.25,207.5,272.5,112.5
M,Raw,53.0,111.75,142.5,187.5,87.5
F,Raw,39.0,60.26,115.0,127.5,60.0
M,Wraps,22.0,87.18,208.65,238.14,136.08
M,Wraps,26.0,120.3,230.0,260.0,190.0
F,Raw,25.0,72.0,97.5,132.5,47.5
M,Raw,27.0,102.42,297.5,327.5,212.5
M,Raw,29.0,99.34,192.5,205.0,125.0
M,Raw,22.0,71.3,115.0,137.5,85.0
F,Multi-ply,31.0,104.33,195.0,182.5,100.0
M,Raw,39.0,88.4,165.0,220.0,125.0
F,Wraps,43.0,79.38,107.5,140.0,70.0
M,Raw,47.0,107.86,157.5,217.5,136.5
M,Raw,33.0,93.9,172.5,190.0,110.0
F,Wraps,24.0,70.4,107.5,110.0,50.0
F,Wraps,29.0,74.1,142.5,167.5,82.5
M,Wraps,43.5,81.65,147.42,192.78,113.4
M,Raw,19.5,97.1,205.0,275.0,130.0
M,Raw,24.5,82.3,195.0,225.0,112.5
M,Raw,31.0,74.05,147.5,185.0,90.0
M,Raw,53.5,101.3,242.5,245.0,132.5
F,Raw,20.0,65.9,67.5,115.0,37.5
M,Raw,33.5,89.95,222.5,285.0,145.0
M,Single-ply,52.0,107.1,292.5,295.0,210.0
M,Single-ply,53.5,67.3,200.0,242.5,100.0
M,Wraps,23.5,88.9,165.56,210.92,136.08
F,Raw,38.0,47.2,80.0,95.0,52.5
M,Raw,18.0,74.0,190.0,245.0,127.5
F,Raw,52.5,69.9,100.0,137.5,67.5
M,Raw,21.0,116.0,260.0,317.5,165.0
M,Raw,35.0,89.9,222.5,322.5,162.5
M,Single-ply,28.0,88.5,282.5,310.0,182.5
M,Wraps,26.0,89.63,258.55,272.16,163.29
M,Raw,35.0,80.2,175.0,192.5,125.0
M,Raw,25.5,109.78,290.0,272.5,165.0
M,Raw,31.0,73.3,165.0,192.5,125.0
M,Wraps,25.0,109.7,260.0,317.5,222.5
M,Single-ply,31.0,92.35,112.5,180.0,100.0
F,Raw,31.0,54.25,75.0,125.0,52.5
F,Raw,36.0,64.8,97.5,97.5,42.5
M,Raw,26.0,70.0,160.0,195.0,132.5
M,Raw,32.0,88.2,197.5,245.0,132.5
M,Raw,21.5,72.8,140.0,152.5,77.5
M,Wraps,26.0,87.18,226.8,249.48,158.76
F,Raw,29.0,64.86,82.5,117.5,47.5
M,Single-ply,53.0,123.2,245.0,202.5,50.0
M,Single-ply,18.0,87.54,157.5,202.5,105.0
F,Raw,49.0,59.5,115.0,167.5,70.0
M,Raw,31.5,73.6,240.0,272.5,155.0
M,Wraps,23.0,96.98,187.5,237.5,120.0
M,Raw,38.0,98.6,212.5,240.0,155.0
F,Wraps,19.0,55.79,147.5,145.0,62.5
M,Multi-ply,23.0,98.2,365.0,275.0,240.0
F,Raw,23.5,80.65,122.5,140.0,60.0
F,Raw,17.5,56.5,105.0,137.5,75.0
M,Wraps,24.5,118.0,290.0,290.0,172.5
M,Single-ply,19.0,72.15,195.0,220.0,140.0
F,Raw,20.5,50.6,65.0,102.5,50.0
F,Raw,27.5,98.85,145.0,155.0,72.5
F,Raw,33.0,74.5,90.5,120.0,60.0
M,Multi-ply,17.0,81.19,210.0,222.5,122.5
F,Raw,24.0,54.1,122.5,135.0,62.5
F,Wraps,25.0,83.28,74.84,129.27,45.36
M,Raw,22.5,76.1,150.0,185.0,95.0
M,Raw,19.0,71.7,220.0,227.5,137.5
F,Raw,45.0,81.78,102.5,102.5,172.5
M,Wraps,42.0,74.71,233.0,237.5,165.0
M,Raw,34.0,79.7,185.0,215.0,125.0
M,Raw,40.0,97.89,190.0,200.0,125.0
M,Raw,22.0,86.8,227.5,155.0,147.5
F,Raw,31.0,64.2,92.5,110.0,47.5
M,Wraps,22.0,92.3,242.5,250.0,157.5
M,Raw,21.0,108.25,245.0,250.0,150.0
M,Wraps,22.0,89.95,240.0,272.5,130.0
M,Raw,19.5,91.7,167.5,175.0,130.0
F,Multi-ply,52.0,64.95,195.04,199.58,151.95
F,Raw,22.0,59.8,107.5,127.5,70.0
M,Raw,34.0,130.6,102.5,142.5,242.5
M,Raw,22.0,93.3,165.0,205.0,122.5
M,Wraps,22.5,82.5,230.0,210.0,135.0
M,Wraps,25.0,86.7,195.0,210.0,130.0
M,Raw,22.0,109.08,140.0,170.0,90.0
M,Raw,18.0,81.6,190.0,192.5,110.0
F,Raw,37.0,70.4,80.0,112.5,50.0
M,Wraps,26.0,122.6,235.0,247.5,177.5
M,Raw,43.0,118.2,260.0,275.0,160.0
F,Raw,25.0,60.0,137.5,142.5,70.0
M,Raw,18.0,108.25,167.5,192.5,170.0
M,Single-ply,15.0,82.5,102.06,122.47,83.91
F,Raw,33.0,72.3,130.0,155.0,82.5
M,Single-ply,40.0,67.3,237.5,262.5,150.0
M,Raw,30.0,88.3,215.0,282.5,145.0
M,Wraps,28.0,122.74,192.5,237.5,115.0
F,Raw,16.5,67.6,97.5,130.0,52.5
M,Raw,19.5,71.5,165.0,217.5,105.0
F,Raw,31.0,90.2,112.5,142.5,57.5
M,Raw,54.5,61.9,145.0,190.0,82.5
M,Wraps,39.0,103.87,108.86,156.49,97.52
F,Wraps,48.0,47.49,135.0,150.5,103.0
M,Raw,18.5,82.9,190.0,210.0,112.5
M,Raw,25.0,89.0,205.0,260.0,130.0
M,Single-ply,18.5,132.0,240.0,282.5,170.0
F,Single-ply,16.0,118.45,190.0,160.0,105.0
M,Wraps,17.0,73.12,240.4,174.63,149.69
M,Raw,29.5,118.47,312.5,337.5,202.5
M,Raw,21.5,88.15,210.0,250.0,145.0
M,Raw,21.0,74.6,207.5,205.0,140.0
M,Raw,19.5,52.1,105.0,140.0,70.0
F,Raw,28.5,71.7,150.0,165.0,70.0
F,Raw,21.0,69.63,90.0,105.0,50.0
M,Raw,23.5,81.7,200.0,258.5,127.5
M,Single-ply,44.5,104.2,302.5,287.5,205.0
M,Raw,24.5,81.8,150.0,205.0,125.0
F,Single-ply,17.5,64.55,152.0,161.0,68.0
M,Wraps,43.0,128.73,250.0,260.0,205.0
M,Raw,35.5,100.5,206.4,256.3,138.4
F,Raw,43.5,61.3,150.0,197.5,142.5
M,Wraps,35.0,74.9,187.5,200.0,100.0
M,Single-ply,49.0,80.56,125.0,165.0,120.0
M,Raw,22.5,94.25,245.0,265.0,157.5
M,Raw,19.5,98.8,187.5,202.5,140.0
M,Wraps,32.0,99.79,263.08,301.64,185.97
F,Wraps,25.0,75.0,170.0,205.0,90.0
M,Raw,26.0,82.5,152.5,222.5,132.5
M,Raw,28.5,78.2,162.5,180.0,87.5
F,Single-ply,35.0,75.55,170.0,172.5,110.0
M,Single-ply,15.0,72.53,145.0,190.0,105.0
M,Single-ply,15.5,73.5,252.5,227.5,115.0
M,Raw,21.5,80.15,157.5,190.0,112.5
F,Raw,14.5,52.5,72.5,92.5,40.0
M,Wraps,24.0,105.69,180.0,185.0,105.0
M,Raw,24.5,82.18,207.5,230.0,137.5
F,Wraps,26.0,57.8,105.0,122.5,55.0
M,Raw,24.5,105.4,272.5,317.5,175.0
M,Raw,28.0,97.65,187.5,227.5,107.5
M,Wraps,36.0,98.6,272.5,305.0,200.0
F,Single-ply,16.5,81.55,200.0,185.0,105.0
M,Raw,32.0,117.4,357.5,332.5,240.0
M,Raw,19.5,103.2,257.5,260.0,170.0
M,Raw,28.0,82.0,235.0,265.0,145.0
M,Wraps,41.0,109.2,240.0,250.0,177.5
F,Raw,23.5,83.35,120.0,140.0,50.0
F,Raw,30.5,51.2,97.5,102.5,52.5
M,Single-ply,17.5,65.04,215.0,222.5,102.5
M,Raw,21.5,80.6,167.5,227.5,87.5
M,Wraps,22.0,119.0,295.0,340.0,230.0
M,Raw,19.5,79.5,182.5,235.0,130.0
F,Wraps,25.0,60.28,110.0,137.5,67.5
M,Raw,28.0,122.4,325.0,347.5,192.5
M,Raw,46.5,117.4,302.5,310.0,177.5
F,Raw,25.0,50.7,52.5,82.5,32.5
M,Raw,20.5,90.8,205.0,227.5,145.0
M,Wraps,25.0,74.1,170.0,170.0,110.0
F,Raw,24.5,82.1,115.0,145.0,50.0
M,Raw,20.5,65.6,187.5,202.5,105.0
M,Raw,25.0,93.2,147.5,237.5,125.0
M,Raw,32.5,80.35,130.0,190.0,100.0
M,Wraps,28.0,108.77,226.8,258.55,149.69
F,Raw,28.0,51.55,120.0,132.5,52.5
M,Wraps,27.0,88.8,250.0,245.0,160.0
M,Single-ply,18.5,84.4,255.0,227.5,152.5
M,Single-ply,34.5,65.69,252.5,285.0,197.5
M,Wraps,20.0,131.6,255.0,310.0,180.0
M,Raw,22.0,89.1,227.5,260.0,142.5
M,Raw,17.0,96.5,150.0,227.5,102.5
F,Raw,27.0,67.4,97.5,115.0,60.0
M,Raw,28.0,99.3,270.0,275.0,160.0
F,Wraps,49.0,59.9,102.5,100.0,55.0
M,Wraps,33.0,107.9,235.0,265.0,150.0
M,Raw,17.5,59.1,132.5,190.0,87.5
M,Single-ply,18.5,72.6,150.0,165.0,65.0
M,Raw,18.0,72.8,170.0,195.0,100.0
M,Raw,27.5,73.2,255.0,235.0,162.5
M,Raw,18.5,81.65,177.5,205.0,97.5
M,Raw,22.5,92.2,207.5,252.5,152.5
F,Single-ply,14.0,51.98,70.0,92.5,42.5
M,Raw,20.5,72.7,190.0,230.0,120.0
M,Raw,34.0,89.4,220.0,272.5,185.0
F,Raw,22.0,72.7,145.0,165.0,87.5
M,Wraps,34.0,96.4,247.5,220.0,137.5
M,Single-ply,31.5,66.5,250.0,75.0,25.0
M,Raw,20.5,100.45,235.0,272.5,187.5
M,Raw,27.0,88.3,215.0,237.5,170.0
F,Wraps,25.0,66.5,97.5,120.0,55.0
M,Wraps,31.0,89.5,260.0,260.0,155.0
M,Wraps,36.0,115.5,182.5,227.5,137.5
F,Raw,21.0,55.6,92.5,110.0,67.5
F,Wraps,24.0,69.3,75.0,120.0,57.5
M,Wraps,24.0,132.1,237.5,272.5,130.0
F,Single-ply,20.5,60.2,175.0,147.5,70.0
M,Raw,15.0,81.56,140.0,172.5,87.5
M,Raw,30.5,72.81,192.5,235.0,122.5
M,Single-ply,33.5,100.95,250.0,220.0,150.0
M,Single-ply,18.0,99.7,282.5,270.0,182.5
F,Raw,41.0,74.8,122.5,125.0,57.5
F,Raw,32.0,55.04,90.0,142.5,47.5
M,Raw,41.5,58.1,155.0,170.0,102.5
F,Wraps,21.0,54.43,95.25,129.27,52.16
M,Raw,22.5,82.2,180.0,225.0,132.5
M,Wraps,26.0,84.91,187.5,195.0,122.5
F,Raw,27.0,81.5,97.5,172.5,70.0
M,Raw,17.5,137.1,122.5,160.0,92.5
M,Raw,19.0,87.3,177.5,225.0,122.5
F,Raw,24.0,65.1,140.0,175.0,62.5
F,Raw,20.5,46.5,75.0,105.0,35.0
M,Wraps,25.0,81.65,220.0,250.0,165.0
M,Raw,36.0,112.9,200.0,215.0,142.5
F,Single-ply,39.0,74.1,185.0,185.0,120.0
M,Wraps,26.0,94.2,260.0,280.0,180.0
F,Raw,21.0,38.28,77.5,97.5,40.0
F,Raw,18.5,80.9,110.0,132.5,47.5
M,Raw,26.0,83.7,150.0,205.0,87.5
M,Raw,19.0,97.8,240.0,237.5,137.5
F,Raw,40.5,67.9,87.5,125.0,52.5
M,Raw,18.0,99.4,215.0,235.0,102.5
M,Raw,17.5,97.9,195.0,227.5,127.5
M,Raw,21.0,136.8,270.0,290.0,155.0
M,Raw,34.0,113.62,145.15,199.58,136.08
M,Raw,23.0,72.7,160.0,215.0,95.0
M,Single-ply,17.0,82.1,187.5,202.5,105.0
M,Raw,21.0,139.6,215.0,250.0,150.0
F,Single-ply,35.5,51.45,160.0,152.5,92.5
M,Raw,28.0,87.4,182.5,245.0,137.5
M,Raw,24.0,73.1,177.5,242.5,107.5
F,Raw,32.5,71.2,125.0,152.5,62.5
M,Raw,23.5,72.16,220.0,247.5,125.0
M,Raw,24.0,100.3,197.5,232.5,150.0
F,Raw,21.5,61.85,110.0,110.0,50.0
M,Wraps,29.0,100.0,295.0,300.0,182.5
M,Raw,24.0,74.6,202.5,247.5,165.0
F,Raw,22.0,46.6,112.5,140.0,57.5
M,Wraps,30.0,80.51,197.31,249.48,122.47
M,Raw,13.5,80.8,150.0,130.0,80.0
M,Wraps,23.0,109.0,182.5,272.5,120.0
M,Wraps,23.0,121.47,232.5,237.5,167.5
F,Raw,47.5,106.8,82.5,145.0,50.0
M,Raw,26.5,95.1,225.0,250.0,172.5
M,Raw,31.0,89.3,197.5,257.5,135.0
M,Wraps,24.0,98.1,245.0,240.0,127.5
F,Raw,27.5,81.95,105.0,140.0,60.0
F,Raw,34.5,70.3,112.5,145.0,67.5
M,Raw,26.5,119.0,215.0,275.0,117.5
M,Raw,26.5,85.54,182.5,260.0,135.0
F,Raw,44.0,66.9,105.0,120.0,65.0
M,Single-ply,18.5,73.4,227.5,225.0,130.0
M,Wraps,35.0,90.0,280.0,265.0,160.0
F,Single-ply,28.5,115.39,285.0,240.0,180.0
F,Raw,49.0,58.4,77.5,110.0,52.5
M,Raw,23.5,92.2,252.5,265.0,152.5
F,Raw,25.5,60.2,90.0,147.5,50.0
M,Raw,28.0,107.9,272.5,290.0,175.0
M,Raw,22.5,80.57,182.5,230.0,152.5
M,Wraps,22.0,107.0,255.0,282.5,172.5
M,Wraps,23.0,67.13,149.69,190.51,104.33
F,Raw,22.5,60.4,85.0,127.5,37.5
F,Raw,26.5,115.3,145.0,155.0,75.0
F,Raw,29.5,59.9,117.5,127.5,77.5
F,Wraps,44.0,62.4,97.5,107.5,55.0
M,Single-ply,53.0,117.57,220.0,247.5,187.5
M,Wraps,26.5,81.33,192.78,238.14,149.69
F,Single-ply,46.5,56.18,92.5,112.5,55.0
M,Wraps,12.0,75.0,150.0,147.5,75.0
F,Single-ply,19.0,55.45,95.0,120.0,60.0
F,Raw,23.0,65.6,120.0,142.5,55.0
M,Raw,19.0,73.16,180.0,210.0,115.0
F,Single-ply,27.5,62.12,205.0,220.0,112.5
F,Single-ply,24.0,59.45,95.0,130.0,52.5
M,Raw,31.5,81.72,200.0,230.0,170.0
M,Single-ply,20.5,49.5,247.5,125.0,162.5
F,Raw,25.5,82.6,125.0,130.0,52.5
F,Raw,25.5,91.1,120.0,140.0,52.5
M,Raw,20.5,103.7,242.5,265.0,162.5
M,Raw,36.0,122.65,260.0,297.5,180.0
M,Raw,32.5,100.5,195.0,200.0,137.5
M,Wraps,32.0,98.7,335.0,340.0,217.5
F,Raw,25.0,63.5,102.5,137.5,60.0
M,Raw,24.0,86.2,152.5,192.5,122.5
M,Raw,22.0,65.14,132.5,142.5,90.0
F,Wraps,39.0,60.0,137.5,150.0,100.0
M,Raw,42.0,66.0,170.0,225.0,112.5
M,Raw,20.5,80.7,182.5,225.0,107.5
F,Wraps,21.0,74.66,122.5,140.0,77.5
M,Raw,20.5,82.4,155.0,197.5,87.5
M,Raw,19.0,65.0,150.0,195.0,122.5
M,Wraps,28.0,116.71,232.5,250.0,142.5
M,Raw,11.5,64.2,75.0,80.0,42.5
M,Wraps,23.0,109.9,272.5,272.5,160.0
M,Raw,34.5,82.58,277.5,322.5,187.5
M,Raw,30.0,104.4,175.0,227.5,92.5
M,Raw,25.0,108.77,95.0,137.5,67.5
M,Raw,20.5,80.35,212.5,235.0,117.5
M,Raw,19.5,77.8,145.0,200.0,115.0
F,Raw,38.0,74.9,115.0,147.5,75.0
M,Raw,30.5,119.1,277.5,310.0,147.5
M,Raw,24.0,96.0,220.0,227.5,147.5
M,Raw,20.5,64.7,120.0,160.0,92.5
M,Raw,28.0,92.71,172.5,200.0,137.5
M,Raw,18.0,88.4,220.0,255.0,127.5
F,Raw,32.0,88.45,92.5,137.5,52.5
M,Raw,16.0,134.4,160.0,192.5,125.0
F,Raw,33.0,67.4,100.0,137.5,62.5
F,Wraps,53.0,76.0,130.0,135.0,60.0
M,Raw,42.5,73.25,182.5,255.0,115.0
M,Raw,37.0,108.1,217.5,282.5,157.5
M,Raw,29.0,87.4,170.0,220.0,117.5
F,Raw,24.0,72.2,170.0,182.5,80.0
F,Wraps,14.0,59.24,77.11,95.25,38.56
F,Raw,39.5,61.0,105.0,140.0,67.5
F,Raw,22.5,55.6,112.5,130.0,57.5
M,Raw,22.0,65.54,115.0,150.0,87.5
M,Raw,21.0,78.8,182.5,220.0,85.0
F,Raw,37.5,79.5,107.5,147.5,67.5
M,Raw,22.0,93.2,247.5,297.5,170.0
M,Wraps,21.0,73.55,185.0,200.0,112.5
M,Raw,18.5,88.8,185.0,250.0,140.0
M,Single-ply,23.5,115.8,192.5,195.0,220.0
M,Wraps,19.0,129.6,255.0,270.0,162.5
F,Raw,34.0,67.13,92.5,130.0,52.5
M,Raw,21.5,72.4,155.0,200.0,110.0
M,Wraps,50.0,80.97,185.0,182.5,107.5
M,Raw,22.5,73.7,227.5,235.0,130.0
M,Wraps,32.0,87.2,207.5,255.0,142.5
F,Raw,18.5,68.0,137.5,127.5,67.5
F,Wraps,21.0,80.7,165.0,195.0,80.0
M,Raw,25.5,82.2,255.0,275.0,162.5
M,Raw,21.5,73.3,154.2,188.2,117.9
M,Raw,22.5,82.35,200.0,280.0,117.5
M,Raw,17.5,82.5,175.0,260.0,105.0
F,Raw,34.0,70.2,147.5,170.0,70.0
M,Raw,16.5,72.8,157.5,170.0,95.0
M,Raw,28.0,109.09,182.5,205.0,125.0
M,Single-ply,17.0,75.0,165.56,165.56,115.67
F,Wraps,32.0,59.2,105.0,127.5,55.0
M,Raw,17.5,72.75,190.0,250.0,100.0
M,Raw,38.0,138.4,285.0,320.0,152.5
M,Raw,17.0,107.9,182.5,227.5,122.5
F,Raw,27.5,77.7,117.5,120.0,52.5
M,Wraps,24.0,78.3,177.5,220.0,117.5
F,Single-ply,43.0,79.58,140.0,142.5,87.5
M,Raw,49.0,89.3,240.5,260.0,135.0
F,Raw,39.5,51.95,107.5,142.5,50.0
M,Raw,23.0,71.8,180.0,242.5,132.5
M,Raw,18.0,77.6,122.5,185.0,92.5
M,Wraps,27.0,97.6,272.5,290.0,182.5
F,Raw,19.5,56.4,92.5,97.5,47.5
F,Raw,39.0,79.6,125.0,130.0,60.0
M,Wraps,41.0,122.9,265.0,280.0,195.0
M,Wraps,33.0,74.1,175.0,225.0,120.0
F,Single-ply,17.5,59.1,147.5,162.5,60.0
F,Raw,22.5,69.68,142.5,170.0,85.0
F,Raw,38.0,73.5,122.5,140.0,70.0
M,Raw,17.0,65.59,175.0,210.0,117.5
M,Wraps,37.0,82.01,182.5,235.0,175.0
M,Raw,24.5,93.8,170.0,210.0,110.0
M,Raw,23.0,72.2,155.0,187.5,112.5
F,Raw,23.0,65.77,92.5,100.0,47.5
F,Raw,50.0,57.1,85.0,120.0,47.5
M,Single-ply,17.5,91.84,260.0,257.5,135.0
M,Raw,19.5,82.3,227.5,250.0,147.5
F,Raw,21.5,55.45,122.5,155.0,77.5
M,Multi-ply,35.0,105.78,305.0,287.5,160.0
M,Raw,25.0,85.6,197.5,185.0,125.0
M,Raw,41.0,89.5,237.5,240.0,167.5
M,Raw,18.5,72.97,247.5,280.5,140.0
F,Wraps,28.0,77.2,155.0,190.0,77.5
M,Raw,42.5,111.3,185.0,210.0,112.5
F,Raw,20.5,54.4,92.5,92.5,40.0
F,Raw,44.0,52.4,92.5,120.0,47.5
M,Raw,31.5,99.8,205.0,200.0,125.0
M,Raw,26.5,73.24,250.0,282.5,152.5
F,Wraps,29.0,72.98,112.5,127.5,47.5
M,Raw,25.0,81.1,180.0,227.5,127.5
M,Raw,16.0,96.5,205.0,217.5,115.0
M,Raw,33.5,89.5,145.0,155.0,87.5
M,Raw,27.0,132.4,235.0,265.0,155.0
M,Raw,19.5,81.3,185.0,217.5,122.5
M,Raw,24.0,108.73,247.5,262.5,170.0
M,Wraps,28.0,87.54,187.5,197.5,142.5
F,Raw,43.5,52.3,97.5,127.5,57.5
M,Raw,20.5,87.8,207.5,245.0,142.5
F,Wraps,17.0,47.8,65.0,85.0,37.5
F,Raw,42.0,51.8,92.5,120.0,62.5
M,Wraps,25.0,98.34,288.03,306.17,192.78
F,Raw,45.0,54.1,75.0,125.0,45.0
M,Raw,26.0,82.5,175.0,232.5,122.5
M,Raw,18.5,72.0,185.0,215.0,127.5
M,Raw,14.5,85.2,175.0,227.5,105.0
M,Raw,19.0,62.6,132.5,167.5,95.0
F,Raw,28.5,66.8,112.5,147.5,65.0
M,Wraps,31.0,136.98,317.51,276.69,249.48
M,Wraps,19.0,116.1,210.0,227.5,132.5
F,Raw,32.0,59.42,100.0,122.5,57.5
M,Raw,17.0,73.7,185.0,235.0,125.0
F,Raw,29.0,87.1,125.0,165.0,67.5
M,Wraps,29.0,73.3,182.5,227.5,120.0
F,Raw,45.0,69.7,127.5,152.5,72.5
M,Raw,32.0,122.56,245.0,285.0,155.0
M,Raw,43.0,75.2,140.0,170.0,105.0
M,Raw,23.0,75.0,157.5,192.5,105.0
F,Single-ply,36.0,65.41,136.08,149.69,81.65
M,Raw,24.5,91.9,170.0,200.0,122.5
F,Wraps,44.0,55.16,117.5,147.5,57.5
F,Raw,20.5,70.0,67.5,72.5,30.0
M,Raw,40.5,92.65,200.0,247.5,187.5
F,Wraps,40.0,77.79,155.0,170.0,75.0
M,Wraps,24.0,99.06,229.06,210.92,151.95
M,Single-ply,50.5,73.0,185.0,217.5,135.0
F,Raw,19.0,53.6,87.5,130.0,65.0
F,Raw,18.0,58.8,105.0,142.5,57.5
F,Wraps,25.0,82.2,125.0,137.5,55.0
M,Raw,31.0,89.94,180.0,205.0,100.0
M,Raw,27.5,73.5,222.5,270.0,135.0
M,Raw,18.5,87.05,182.5,215.0,105.0
F,Raw,24.0,78.6,72.5,110.0,47.5
M,Single-ply,29.0,89.81,332.5,320.0,182.5
F,Raw,28.5,82.56,177.5,190.0,85.0
M,Raw,18.5,93.0,220.0,225.0,147.5
M,Raw,22.0,74.6,187.5,217.5,140.0
F,Raw,20.5,53.1,100.0,107.5,47.5
F,Raw,34.0,79.29,142.5,142.5,60.0
F,Single-ply,26.0,66.1,152.5,157.5,110.0
M,Raw,23.5,72.0,227.5,260.0,167.5
M,Raw,20.5,81.8,200.0,227.5,137.5
M,Raw,18.5,88.9,162.5,177.5,112.5
M,Raw,30.0,108.2,272.5,295.0,167.5
F,Single-ply,40.0,67.5,142.5,152.5,105.0
F,Raw,22.0,54.1,77.5,127.5,50.0
F,Single-ply,15.0,53.7,132.5,125.0,65.0
M,Raw,23.0,88.4,215.0,260.0,170.0
M,Raw,20.0,85.09,140.0,192.5,117.5
F,Raw,20.0,59.51,90.0,125.0,42.5
F,Raw,23.0,59.7,110.0,122.5,57.5
M,Raw,20.0,87.1,232.5,252.5,157.5
M,Raw,15.0,90.0,117.93,111.13,61.23
M,Raw,28.0,125.2,255.0,275.0,130.0
M,Single-ply,45.0,103.87,194.59,244.94,177.47
M,Wraps,23.0,121.83,357.5,320.0,210.0
F,Wraps,22.0,69.1,132.5,157.5,75.0
M,Raw,20.5,81.5,212.5,272.5,147.5
M,Raw,27.0,74.4,150.0,160.0,125.0
F,Raw,30.5,55.4,105.0,120.0,45.0
F,Wraps,32.0,71.2,110.0,122.5,52.5
M,Single-ply,32.0,89.1,235.0,242.5,162.5
F,Raw,41.0,73.6,112.5,105.0,57.5
M,Wraps,28.0,100.0,280.0,270.0,170.0
M,Raw,25.0,77.66,145.0,185.0,100.0
M,Wraps,19.0,89.3,240.0,242.5,120.0
F,Wraps,33.0,74.2,117.5,127.5,45.0
M,Raw,22.5,80.64,192.5,225.0,115.0
M,Raw,24.5,82.2,227.5,247.5,177.5
F,Raw,17.5,76.7,105.0,150.0,60.0
F,Raw,25.5,71.6,85.0,95.0,47.5
M,Raw,26.5,112.9,295.0,227.5,177.5
F,Single-ply,21.5,55.16,85.0,102.5,50.0
M,Raw,20.5,69.6,155.0,192.5,120.0
M,Raw,43.0,139.4,230.0,282.5,162.5
M,Raw,20.0,97.7,205.0,207.5,152.5
M,Single-ply,46.0,100.97,205.0,220.0,130.0
M,Raw,28.0,79.3,227.5,255.0,150.0
M,Raw,27.5,92.1,202.5,240.0,127.5
F,Raw,37.5,90.1,140.0,147.5,75.0
F,Raw,18.5,55.6,82.5,90.0,40.0
M,Raw,18.0,70.2,127.5,167.5,92.5
F,Single-ply,18.5,72.0,175.0,155.0,105.0
M,Raw,19.0,81.28,182.5,227.5,137.5
M,Wraps,27.0,97.4,230.0,240.0,150.0
M,Wraps,20.0,94.15,235.0,265.0,150.0
F,Wraps,43.0,71.85,120.0,120.0,52.5
M,Single-ply,20.0,86.8,172.5,170.0,100.0
F,Wraps,25.0,66.32,122.5,145.0,57.5
M,Raw,20.0,88.55,200.0,272.5,140.0
M,Raw,27.5,91.4,210.0,260.0,152.5
M,Raw,20.5,116.5,240.0,250.0,142.5
M,Wraps,34.0,128.2,272.5,272.5,162.5
F,Raw,37.0,69.13,102.5,130.0,52.5
M,Single-ply,24.5,82.2,255.0,240.0,147.5
F,Raw,29.0,85.05,130.0,147.5,75.0
F,Raw,21.5,65.8,97.5,142.5,62.5
F,Raw,38.0,79.6,115.0,127.5,50.0
F,Raw,19.5,60.8,97.5,122.5,45.0
M,Raw,39.5,89.3,155.0,207.5,120.0
F,Wraps,24.0,80.78,165.0,217.5,90.0
M,Raw,17.5,116.9,220.0,235.0,140.0
F,Raw,20.0,65.3,80.0,115.0,55.0
F,Raw,26.0,67.3,127.5,160.0,72.5
M,Wraps,28.0,93.8,242.5,280.0,135.0
M,Wraps,28.0,90.2,200.0,265.0,142.5
F,Raw,46.5,100.29,112.5,165.0,100.0
M,Single-ply,45.5,103.95,297.5,287.5,242.5
M,Raw,27.0,67.36,125.0,195.0,102.5
M,Raw,45.0,132.5,215.0,252.5,135.0
F,Wraps,17.0,50.6,105.0,145.0,60.0
M,Raw,14.0,90.3,52.16,92.99,56.7
M,Wraps,25.0,89.2,230.0,272.5,162.5
M,Single-ply,28.0,105.4,260.0,257.5,200.0
M,Raw,17.0,107.82,250.0,270.0,142.5
M,Wraps,41.0,107.5,238.14,265.35,163.29
M,Raw,28.0,75.0,215.0,247.5,132.5
M,Raw,21.5,93.9,210.0,265.0,132.5
M,Wraps,27.0,74.3,207.5,220.0,137.5
F,Raw,39.0,104.25,92.5,125.0,52.5
M,Raw,20.5,92.58,220.0,257.5,135.0
M,Single-ply,21.5,69.9,180.0,210.0,100.0
M,Single-ply,21.0,64.68,207.5,215.0,142.5
